#Firmware: MS3 1.5.2 release     20211110 12:29GMT (c) JSM/KC ********
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
0.0,0.0,0.0,0.0,3.316,160.74501
1.0,0.0,0.0,0.0,0.134,160.87901
0.0,0.0,0.0,0.0,5.692,166.57101
1.0,0.0,0.0,0.0,0.083,166.654
0.0,0.0,0.0,0.0,0.995,167.649
1.0,0.0,0.0,0.0,0.044,167.69301
0.0,0.0,0.0,0.0,21.09,188.783
1.0,0.0,0.0,0.0,20.375,209.158
0.0,0.0,0.0,0.0,61.766,270.924
1.0,0.0,0.0,0.0,19.339,290.263
1.0,1.0,1.0,0.0,14.393,304.656
0.0,1.0,0.0,0.0,27.913,332.569
1.0,1.0,0.0,1.0,14.858,347.427
0.0,1.0,0.0,1.0,48.65,396.077
1.0,1.0,0.0,1.0,16.488,412.565
0.0,1.0,0.0,1.0,0.798,413.363
1.0,1.0,0.0,1.0,7.587,420.95
0.0,1.0,0.0,1.0,21.206,442.156
1.0,1.0,0.0,1.0,18.737,460.893
0.0,1.0,0.0,1.0,89.113,550.006
1.0,1.0,0.0,1.0,10.472,560.47797
0.0,1.0,0.0,1.0,6.241,566.719
1.0,1.0,0.0,1.0,92.925,659.644
0.0,1.0,0.0,1.0,88.308,747.95197
1.0,1.0,0.0,1.0,0.059,748.011
0.0,1.0,0.0,1.0,1.062,749.073
1.0,1.0,0.0,1.0,0.064,749.137
0.0,1.0,0.0,1.0,35.62,784.757
1.0,1.0,0.0,0.0,28.668,813.42505
0.0,1.0,0.0,0.0,60.293,873.718
1.0,1.0,0.0,0.0,17.306,891.02405
0.0,1.0,0.0,0.0,54.298,945.322
1.0,1.0,0.0,0.0,16.64,961.96204
0.0,1.0,0.0,0.0,47.122,1009.08405
1.0,1.0,0.0,0.0,14.885,1023.96906
1.0,0.0,1.0,0.0,48.445,1072.4141
0.0,0.0,0.0,0.0,0.314,1072.728
1.0,0.0,0.0,0.0,16.086,1088.8141
1.0,1.0,1.0,0.0,12.254,1101.0681
0.0,1.0,0.0,0.0,23.045,1124.1132
1.0,1.0,0.0,1.0,13.703,1137.8162
0.0,1.0,0.0,1.0,45.468,1183.2842
1.0,1.0,0.0,1.0,15.201,1198.4852
0.0,1.0,0.0,1.0,29.088,1227.5732
1.0,1.0,0.0,1.0,11.052,1238.6252
0.0,1.0,0.0,1.0,42.108,1280.7333
1.0,1.0,0.0,1.0,14.749,1295.4823
0.0,1.0,0.0,1.0,31.092,1326.5743
1.0,1.0,0.0,1.0,12.535,1339.1094
0.0,1.0,0.0,1.0,40.941,1380.0504
1.0,1.0,0.0,1.0,14.887,1394.9374
0.0,1.0,0.0,1.0,37.685,1432.6224
1.0,1.0,0.0,1.0,13.892,1446.5144
1.0,0.0,1.0,1.0,43.046,1489.5604
0.0,0.0,0.0,1.0,0.184,1489.7444
1.0,0.0,0.0,1.0,14.892,1504.6364
1.0,1.0,1.0,1.0,10.644,1515.2804
0.0,1.0,0.0,1.0,20.761,1536.0414
1.0,1.0,0.0,1.0,14.173,1550.2144
0.0,1.0,0.0,1.0,42.495,1592.7094
1.0,1.0,0.0,1.0,13.38,1606.0894
0.0,1.0,0.0,1.0,27.51,1633.5994
1.0,1.0,0.0,1.0,10.14,1643.7394
0.0,1.0,0.0,1.0,41.323,1685.0624
1.0,1.0,0.0,1.0,14.068,1699.1304
0.0,1.0,0.0,1.0,28.921,1728.0514
1.0,1.0,0.0,1.0,11.784,1739.8354
0.0,1.0,0.0,1.0,40.686,1780.5215
1.0,1.0,0.0,1.0,14.392,1794.9135
0.0,1.0,0.0,1.0,38.637,1833.5504
1.0,1.0,0.0,1.0,14.837,1848.3875
1.0,0.0,1.0,1.0,41.787,1890.1744
0.0,0.0,0.0,1.0,0.306,1890.4805
1.0,0.0,0.0,1.0,18.486,1908.9664
1.0,1.0,1.0,1.0,9.364,1918.3304
0.0,1.0,0.0,1.0,22.363,1940.6935
1.0,1.0,0.0,1.0,23.417,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
0.0,0.0,0.0,0.0,0.0,1964.1105
MARK 000
0.0,1.0,0.0,0.0,164.701,2128.8115
1.0,1.0,0.0,0.0,0.099,2128.9106
0.0,1.0,0.0,0.0,78.924,2207.8347
1.0,1.0,0.0,0.0,21.007,2228.8418
0.0,1.0,0.0,0.0,50.414,2279.2559
1.0,1.0,0.0,0.0,15.417,2294.6729
0.0,1.0,0.0,0.0,50.167,2344.8398
1.0,1.0,0.0,0.0,16.118,2360.9578
0.0,1.0,0.0,0.0,35.151,2396.109
1.0,1.0,0.0,0.0,15.198,2411.307
0.0,1.0,0.0,0.0,42.931,2454.2378
1.0,1.0,0.0,0.0,14.68,2468.9177
0.0,1.0,0.0,0.0,39.887,2508.8047
1.0,1.0,0.0,0.0,14.669,2523.4736
1.0,0.0,1.0,0.0,43.832,2567.3057
0.0,0.0,0.0,0.0,0.219,2567.5247
1.0,0.0,0.0,0.0,15.967,2583.4917
1.0,1.0,1.0,0.0,10.852,2594.3438
0.0,1.0,0.0,0.0,21.291,2615.6348
1.0,1.0,0.0,1.0,13.591,2629.2258
0.0,1.0,0.0,1.0,43.642,2672.868
1.0,1.0,0.0,1.0,14.015,2686.8828
0.0,1.0,0.0,1.0,28.0,2714.8828
1.0,1.0,0.0,1.0,10.875,2725.7578
0.0,1.0,0.0,1.0,41.069,2766.827
1.0,1.0,0.0,1.0,14.185,2781.012
0.0,1.0,0.0,1.0,30.045,2811.057
1.0,1.0,0.0,1.0,12.42,2823.4768
0.0,1.0,0.0,1.0,40.292,2863.7688
1.0,1.0,0.0,1.0,14.258,2878.0269
0.0,1.0,0.0,1.0,38.233,2916.2598
1.0,1.0,0.0,1.0,13.83,2930.0898
1.0,0.0,1.0,1.0,42.848,2972.9377
0.0,0.0,0.0,1.0,0.337,2973.2747
1.0,0.0,0.0,1.0,14.952,2988.2266
1.0,1.0,1.0,1.0,10.122,2998.3486
0.0,1.0,0.0,1.0,20.237,3018.5857
1.0,1.0,0.0,1.0,12.648,3031.2336
0.0,1.0,0.0,1.0,43.65,3074.8835
1.0,1.0,0.0,1.0,14.421,3089.3044
0.0,1.0,0.0,1.0,2.758,3092.0625
1.0,1.0,0.0,1.0,6.247,3098.3096
0.0,1.0,0.0,1.0,17.174,3115.4836
1.0,1.0,0.0,1.0,23.698,3139.1816
0.0,1.0,0.0,1.0,175.472,3314.6536
1.0,1.0,0.0,1.0,6.593,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
0.0,0.0,0.0,0.0,0.0,3321.2466
